Category,Price,Product URL,Product Name,ProductCode,Brand,EAN,Description,Stock_status,Delivery Time,Shipping_cost,Product_id,Condition,Bundle,Colour,Gender,Size
Trädgård/Bevattning/Vattentunnor,1190,https://hemmy.se/tradgard/greenline-regntunna-200-l,Greenline - Regntunna 200 l | FRI frakt,76155,Greenline,7350007335791,Greenline - Regntunna 200 l | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,8005,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32lwh5,SMEG - FAB32LWH5 | FRI hemleverans,FAB32LWH5,SMEG,8017709298104,SMEG - FAB32LWH5 | FRI hemleverans,Nej,Beställningsvara.,0,10931,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,8131,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/Franke-FL240-10_70cm_Vit_Lagenhet,Franke - FL 240-10 70cm Vit Lägenhet | FRI frakt,1100315943,Franke,7612981198022,Franke - FL 240-10 70cm Vit Lägenhet | FRI frakt,Nej,Beställningsvara.,0,1285,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,6655,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/Franke-Tender722-10_60cm_RF_Lagenhet,Franke - Tender 722-10 60cm RF Lägenhet | FRI frakt,1100350539,Franke,7612981420505,Franke - Tender 722-10 60cm RF Lägenhet | FRI frakt,Nej,Beställningsvara.,0,1425,ny,,,,
Hem & hushåll/Vatten och juice,1795,https://hemmy.se/hem-o-hushall/vatten-och-juice/Citruspress/SMEG-CJF01CREU,SMEG - CJF01CREU | FRI frakt,CJF01CREU,SMEG,8017709234188,SMEG - CJF01CREU | FRI frakt,Nej,2022-05-18,0,3090,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,11995,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/SMEG-KD90HXE,SMEG - KD90HXE | FRI hemleverans,KD90HXE,SMEG,8017709243593,SMEG - KD90HXE | FRI hemleverans,Nej,Beställningsvara.,0,3513,ny,,,,
Hem & hushåll/Personvård & hälsa/Massage,829,https://hemmy.se/massage/mm825,Medisana - MM825,88955,Medisana,4015588889554,Medisana - MM825,Nej,Beställningsvara.,39,6011,ny,,,,
Kök/Spishällar/Gashällar,6289,https://hemmy.se/kok/hallar/gashallar/Bosch-PRA3A6D70,Bosch - PRA3A6D70 | FRI frakt,PRA3A6D70,Bosch,4242002811048,Bosch - PRA3A6D70 | FRI frakt,Nej,2022-05-13,0,496,ny,,,,
Verktyg & maskiner/Sågar/Sticksågar,1499,https://hemmy.se/renovering-o-bygg/sagar/sticksagar/BoschPowertools-AdvancedCut50,Bosch Powertools - AdvancedCut 50 | FRI frakt,06033C8100,Bosch Powertools,3165140830737,Bosch Powertools - AdvancedCut 50 | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,1730,ny,,,,
Klimat & värme/Terrassvärmare & infravärmare/Infravärmare/Tillbehör till infravärmare,899,https://hemmy.se/tillbehor-infravarmare/veito-telescopic-stand-silver,Veito - Telescopic Stand Silver,VEITO TELESCOPIC STAND,VEITO,8697412952038,Veito - Telescopic Stand Silver,Ja,I lager. Leverans 1-5 dagar.,39,13685,ny,,,,
Trädgård/Snöslungor/Batterisnöslungor,2595,https://hemmy.se/snoslongor/Batterisnoslungor/al-ko-snowline-st-4048-solo-utan-batteri-och-laddare,AL-KO - Snowline ST 4048  - Solo utan batteri och laddare | FRI frakt,113591,AL-KO,4003718057959,AL-KO - Snowline ST 4048  - Solo utan batteri och laddare | FRI frakt,Nej,Beställningsvara.,0,10728,ny,,,,
Grillar & utekök/Rökar,2935,https://hemmy.se/tradgard/grillar/grill-rok/muurikka-rokugn-1200w-pro,Muurikka - Rökugn 1200W Pro | FRI frakt,54420020,Muurikka,6412450682509,Muurikka - Rökugn 1200W Pro | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,13311,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32lpg5,SMEG - FAB32LPG5 | FRI hemleverans,FAB32LPG5,SMEG,8017709298067,SMEG - FAB32LPG5 | FRI hemleverans,Nej,Beställningsvara.,0,10927,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,2927,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/franke-spirit-1222b-10-70-vit,Franke - Spirit 1222B-10 70 Vit | FRI frakt,300.0600.429,Franke,7612985767767,Franke - Spirit 1222B-10 70 Vit | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,10799,ny,,,,
Hem & hushåll/Personvård & hälsa/Massage,499,https://hemmy.se/massage/mc840,Medisana - MC840,88949,Medisana,4015588889493,Medisana - MC840,Nej,Beställningsvara.,39,6008,ny,,,,
Tvättstuga/Tvättmaskiner,4204,https://hemmy.se/tvattstuga/tvattmaskiner/frontmatade-tvattmaskiner/cylinda-ft3452d,Cylinda - FT3452D | FRI frakt,9203382,Cylinda,7392186309910,Cylinda - FT3452D | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,12072,ny,,,,
Kök/Vinkylar,30790,https://hemmy.se/kok/vinkylskap/thermex-winemex-93,Thermex - Winemex 93 | FRI hemleverans,910.21.1007.2,Thermex,5703347901836,Thermex - Winemex 93 | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,13674,ny,,,,
Kök/Kyl/frys side-by-sides,25178,https://hemmy.se/kok/side-by-side/lg-gmx844mckv,LG - GMX844MCKV | FRI hemleverans,GMX844MCKV,LG,8806098362745,LG - GMX844MCKV | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,10861,ny,,,,
Klimat & värme/Terrassvärmare & infravärmare/Infravärmare,1790,https://hemmy.se/klimat-o-varme/Terrass-o-infravarmare/infravarmare/Opranic-ECO23R,Opranic - ECO23R | FRI frakt,ECO23R,Opranic,7350009970068,Opranic - ECO23R | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,5487,ny,,,,
Trädgård/Brevlådor,1060,https://hemmy.se/tradgard/brevlador/biggi-ekonomi-mini-164-silver,BIGGI - EKONOMI MINI - 164 - SILVER | FRI frakt,164,BIGGI,7350023501644,BIGGI - EKONOMI MINI - 164 - SILVER | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,11521,ny,,,,
Trädgård/Brevlådor,1060,https://hemmy.se/tradgard/brevlador/biggi-ekonomi-mini-163-svart,BIGGI - EKONOMI MINI - 163 - SVART | FRI frakt,163,BIGGI,7350023501637,BIGGI - EKONOMI MINI - 163 - SVART | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,11520,ny,,,,
Verktyg & maskiner/Batterier och laddare,719,https://hemmy.se/renovering-o-bygg/batterier_o_laddare/BoschPowertools-BATTERI18VLI2_5AH,Bosch Powertools - BATTERI 18V LI 25AH,1600A005B0,Bosch Powertools,3165140821629,Bosch Powertools - BATTERI 18V LI 25AH,Nej,Beställningsvara.,39,1737,ny,,,,
Kök/Spisar/Tillbehör till spisar,2995,https://hemmy.se/spisar_tillbehor/SMEG-KITC9X9,SMEG - KITC9X9 | FRI frakt,KITC9X9,SMEG,8017709225216,SMEG - KITC9X9 | FRI frakt,Nej,Beställningsvara.,0,3589,ny,,,,
Hem & hushåll/Köksapparater,1095,https://hemmy.se/hem-o-hushall/koksapparater/stavmixrar/braun-mq9135xi,Braun - MQ9135XI | FRI frakt,0X22111366,Braun,8021098774996,Braun - MQ9135XI | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,14560,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,10990,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g-5000-u-active-w,Miele - G 5000 U Active W | FRI hemleverans,11494340,Miele,4002516314455,Miele - G 5000 U Active W | FRI hemleverans,Nej,Beställningsvara.,0,11880,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,9924,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g-5000-i-active,Miele - G 5000 i Active | FRI frakt,11494380,Miele,4002516314493,Miele - G 5000 i Active | FRI frakt,Nej,Beställningsvara.,0,11884,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 45cm,12590,https://hemmy.se/kok/diskmaskiner/diskmaskiner-45cm/miele-g-5430-scu-sl-active-rf,Miele - G 5430 SCU SL Active RF | FRI hemleverans,11494550,Miele,4002516315414,Miele - G 5430 SCU SL Active RF | FRI hemleverans,Nej,Beställningsvara beräknas skickas inom 2-5 arbetsdagar,0,11877,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 45cm,709,https://hemmy.se/beurer-fb-35,Beurer - FB 35,B63705,Beurer,4211125637057,Beurer - FB 35,Ja,I lager. Leverans 1-5 dagar.,39,4522,ny,,,,
Grillar & utekök/Stekhällar & Brännare/Stekhällar,659,https://hemmy.se/tradgard/grillar/stekhallar/stekhallar-/muurikka-paellapanna-60cm-kallvalsat-stal,Muurikka - Paellapanna 60cm Kallvalsat stål,54030060,Muurikka,6416571001607,Muurikka - Paellapanna 60cm Kallvalsat stål,Ja,I lager. Leverans 1-5 dagar.,39,13286,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 45cm,14090,https://hemmy.se/kok/diskmaskiner/diskmaskiner-45cm/miele-g-5640-scu-sl-w,Miele - G 5640 SCU SL W | FRI hemleverans,11494580,Miele,4002516315438,Miele - G 5640 SCU SL W | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,11878,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32lpb5,SMEG - FAB32LPB5 | FRI hemleverans,FAB32LPB5,SMEG,8017709298050,SMEG - FAB32LPB5 | FRI hemleverans,Nej,Beställningsvara.,0,10926,ny,,,,
Klimat & värme/AC & luftkonditionering/Luftkonditionering,10990,https://hemmy.se/klimat-o-varme/ac-luftkonditionering/luftkonditionering/woods-palermo22k,Woods - Palermo 22k | FRI hemleverans,WAC22G,Woods,7332857501762,Woods - Palermo 22k | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,12507,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,12590,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g5050-vi,Miele - G5050 VI | FRI hemleverans,11494390,Miele,4002516314509,Miele - G5050 VI | FRI hemleverans,Nej,Beställningsvara. Beräknad leverans till Hemmy vecka 30,0,11886,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,3091,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/franke-spirit-1221b-10-70-vit,Franke - Spirit 1221B-10 70 Vit | FRI frakt,300.0600.421,Franke,7612985767279,Franke - Spirit 1221B-10 70 Vit | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,10796,ny,,,,
Tvättstuga/Kombi tvätt/tork,26634,https://hemmy.se/tvattstuga/kombi-tvatt-o-tork/miele-wti370wpm,Miele - WTI370WPM | FRI hemleverans,11588240,Miele,4002516365068,Miele - WTI370WPM | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,11889,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,12490,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g-5222-scu-rf,Miele - G 5222 SCU RF | FRI hemleverans,11635630,Miele,4002516376118,Miele - G 5222 SCU RF | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,11883,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32rbe5,SMEG - FAB32RBE5 | FRI hemleverans,FAB32RBE5,SMEG,8017709298111,SMEG - FAB32RBE5 | FRI hemleverans,Nej,Beställningsvara.,0,10932,ny,,,,
Trädgård/Bevattning/Slangvindor,1079,https://hemmy.se/tradgard/bevattning/Slangvindor/Hozelock-Slangvagn-Plus-60-50m-slang-koppl-munst,Hozelock - Slangvagn Plus 60- 50m slang koppl & munst | FRI frakt,25-2435,Hozelock,5010646052245,Hozelock - Slangvagn Plus 60- 50m slang koppl & munst | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,5691,ny,,,,
Hem & hushåll/Köksapparater,429,https://hemmy.se/hem-o-hushall/koksapparater/bordsgrillar/princess-grilljarn-med-flera-funktioner,Princess - Grilljärn med flera funktioner,01.117002.01.001,Princess,8712836312692,Princess - Grilljärn med flera funktioner,Ja,I lager. Leverans 1-5 dagar.,39,6590,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,13990,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g-5072-scvi,Miele - G 5072 SCVi | FRI hemleverans,11573210,Miele,4002516355236,Miele - G 5072 SCVi | FRI hemleverans,Nej,Beställningsvara.,0,11887,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 60cm,11090,https://hemmy.se/kok/diskmaskiner/diskmaskiner-60cm/miele-g-5000-u-active-rf,Miele - G 5000 U Active RF | FRI hemleverans,11494350,Miele,4002516314462,Miele - G 5000 U Active RF | FRI hemleverans,Nej,Beställningsvara.,0,11881,ny,,,,
Trädgård/Trädgårdsmaskiner/Lövblåsare & lövsugare,1499,https://hemmy.se/tradgard/tradgardsmaskiner/lovblasar/BoschGarden-ALB18LI18V1X2-5AH,Bosch Garden - ALB 18 LI 18V 1X25AH | FRI frakt,06008A0501,Bosch Garden,3165140843218,Bosch Garden - ALB 18 LI 18V 1X25AH | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,2948,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,3312,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/franke-spirit-1222b-10-50-vit,Franke - Spirit 1222B-10 50 Vit | FRI frakt,300.0600.427,Franke,7612985767279,Franke - Spirit 1222B-10 50 Vit | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,10797,ny,,,,
Grillar & utekök/Rökar,1165,https://hemmy.se/tradgard/grillar/grill-rok/muurikka-rokugn-1100w-basic,Muurikka - Rökugn 1100W Basic | FRI frakt,54410060,Muurikka,6412456544603,Muurikka - Rökugn 1100W Basic | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,13307,ny,,,,
Kök/Diskmaskiner/Diskmaskiner 45cm,14890,https://hemmy.se/kok/diskmaskiner/diskmaskiner-45cm/miele-g5481-scvi,Miele - G5481 SCVI | FRI hemleverans,11494570,Miele,4002516315421,Miele - G5481 SCVI | FRI hemleverans,Nej,Beställningsvara beräknas skickas inom 2-5 arbetsdagar,0,11885,ny,,,,
Grillar & utekök/Kamadogrillar,17599,https://hemmy.se/tradgard/grillar/kamadogrill/big-green-egg-medium-big-green-egg,Big Green Egg - Medium Big Green Egg | FRI hemleverans,117625,Big Green Egg,665719117625,Big Green Egg - Medium Big Green Egg | FRI hemleverans,Nej,Beställningsvara.,0,9227,ny,,,,
Grillar & utekök/Kamadogrillar,12999,https://hemmy.se/tradgard/grillar/kamadogrill/big-green-egg-small-big-green-egg,Big Green Egg - Small Big Green Egg | FRI hemleverans,117601,Big Green Egg,665719117601,Big Green Egg - Small Big Green Egg | FRI hemleverans,Nej,Beställningsvara.,0,9228,ny,,,,
Grillar & utekök/Kamadogrillar,8999,https://hemmy.se/tradgard/grillar/kamadogrill/big-green-egg-mini-big-green-egg,Big Green Egg - Mini Big Green Egg | FRI frakt,117618,Big Green Egg,665719117618,Big Green Egg - Mini Big Green Egg | FRI frakt,Nej,Beställningsvara.,0,9230,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,2487,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/franke-classic-1221a-10-70-vit,Franke - Classic 1221A-10 70 Vit | FRI frakt,300.0600.444,Franke,7612985767811,Franke - Classic 1221A-10 70 Vit | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,10802,ny,,,,
Grillar & utekök/Eldstäder,27995,https://hemmy.se/tradgard/grillar/eldstad/ofyr-classic-storage-corten-100-pro,OFYR - Classic Storage Corten 100 PRO | FRI hemleverans,OCS-100-PRO,OFYR,,OFYR - Classic Storage Corten 100 PRO | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,13578,ny,,,,
Grillar & utekök/Pizzaugnar,4490,https://hemmy.se/tradgard/grillar/pizzaugnar/ooni-koda-16,Ooni - Koda 16 | FRI frakt,UU-P0B400,Ooni,5060568343105,Ooni - Koda 16 | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,15915,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32lrd5,SMEG - FAB32LRD5 | FRI hemleverans,FAB32LRD5,SMEG,8017709298081,SMEG - FAB32LRD5 | FRI hemleverans,Nej,Beställningsvara.,0,10929,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,18995,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/smeg-kd150hxe,SMEG - KD150HXE | FRI hemleverans,KD150HXE,SMEG,8017709276898,SMEG - KD150HXE | FRI hemleverans,Nej,Beställningsvara.,0,11025,ny,,,,
Hem & hushåll/Personvård & hälsa/Massage,979,https://hemmy.se/hem-o-hushall/halsa/massage/medisana-mg150-mini,Medisana - MG150 Mini,88986,Medisana,4015588889868,Medisana - MG150 Mini,Ja,I lager. Leverans 1-5 dagar.,39,15170,ny,,,,
Grillar & utekök/Gasolgrillar,22900,https://hemmy.se/tradgard/grillar/gasolgrill/napoleon-rogue-625-se,Napoleon - Rogue 625 SE | FRI hemleverans,13647NA,Napoleon,0629162136473,Napoleon - Rogue 625 SE | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,9110,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,8995,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/smeg-kbt700xe,SMEG - KBT700XE | FRI frakt,KBT700XE,SMEG,8017709286620,SMEG - KBT700XE | FRI frakt,Nej,Beställningsvara.,0,11021,ny,,,,
Kök/Ugnar/Inbyggnadsugnar,14595,https://hemmy.se/kok/ugnar/inbyggnadsugnar/smeg-sfp6101tvn1,SMEG - SFP6101TVN1 | FRI hemleverans,SFP6101TVN1,SMEG,8017709282165,SMEG - SFP6101TVN1 | FRI hemleverans,Nej,Beställningsvara.,0,10986,ny,,,,
Kök/Ugnar/Inbyggnadsugnar,11995,https://hemmy.se/kok/ugnar/inbyggnadsugnar/smeg-sf6101tvs1,SMEG - SF6101TVS1 | FRI hemleverans,SF6101TVS1,SMEG,8017709282110,SMEG - SF6101TVS1 | FRI hemleverans,Nej,Beställningsvara.,0,10983,ny,,,,
Hem & hushåll/Brand & säkerhet/Brandsläckare,259,https://hemmy.se/brand-sakerhet/Brandslackare/Housegard-PE1TG-SE-BRANDSLaCKARE,Housegard - PE1TG-SE,600050-60,Housegard,7320890050606,Housegard - PE1TG-SE,Ja,I lager. Leverans 1-5 dagar.,39,5816,ny,,,,
Trädgård/Trädgårdsmaskiner/Grästrimmers,1039,https://hemmy.se/tradgard/tradgardsmaskiner/grastrimmers/gardena-set-classiccut-grassax-med-teleskopskaft-och-hjul,Gardena - Set ClassicCut Grässax med teleskopskaft och hjul | FRI frakt,09855-20,Gardena,4078500042536,Gardena - Set ClassicCut Grässax med teleskopskaft och hjul | FRI frakt,Nej,Beställningsvara.,0,7951,ny,,,,
Kök/Köksfläktar/Frihängande fläktar,16995,https://hemmy.se/kok/smeg-kscb90xe,SMEG - KSCB90XE | FRI hemleverans,KSCB90XE,SMEG,8017709258108,SMEG - KSCB90XE | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,11042,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,12995,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/smeg-kd100hne,SMEG - KD100HNE | FRI hemleverans,KD100HNE,SMEG,8017709276881,SMEG - KD100HNE | FRI hemleverans,Nej,Beställningsvara.,0,11022,ny,,,,
Kök/Ugnar/Inbyggnadsugnar,9995,https://hemmy.se/kok/ugnar/inbyggnadsugnar/smeg-sf6100tvs1,SMEG - SF6100TVS1 | FRI frakt,SF6100TVS1,SMEG,8017709287375,SMEG - SF6100TVS1 | FRI frakt,Nej,Beställningsvara.,0,10980,ny,,,,
Hem & hushåll/Köksapparater,914,https://hemmy.se/hem-o-hushall/koksapparater/elvispar/bosch-mfq4070,Bosch - MFQ4070,MFQ4070,Bosch,,Bosch - MFQ4070,Ja,I lager. Leverans 1-5 dagar.,39,10144,ny,,,,
Kök/Köksfläktar/Vägghängda fläktar,13995,https://hemmy.se/kok/koksflaktar/vagghangdaflaktar/smeg-kicv90bl,SMEG - KICV90BL | FRI hemleverans,KICV90BL,SMEG,8017709262150,SMEG - KICV90BL | FRI hemleverans,Nej,Beställningsvara.,0,11033,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,3995,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/smeg-ksg52he,SMEG - KSG52HE | FRI frakt,KSG52HE,SMEG,8017709275143,SMEG - KSG52HE | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,11048,ny,,,,
Kök/Köksfläktar/Tillbehör och filter till köksfläktar,945,https://hemmy.se/tillbehor-till-koksflaktar/SMEG-KITFC500,SMEG - KITFC500,KITFC500,SMEG,8017709212476,SMEG - KITFC500,Nej,Beställningsvara.,39,3596,ny,,,,
Hem & hushåll/Dammsugare/Golvdammsugare,2687,https://hemmy.se/dammsugare/golvdammsugare/Karcher-VC--6-Premium,Kärcher - VC 6 Premium | FRI frakt,11956050,Kärcher,4054278028996,Kärcher - VC 6 Premium | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,4649,ny,,,,
Klimat & värme/Luftrenare,4519,https://hemmy.se/klimat-o-varme/luftrenare/Blueair-Blue-Pure-221,Blueair - Blue Pure 221 | FRI frakt,102936,Blueair,689122010762,Blueair - Blue Pure 221 | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,4117,ny,,,,
Kök/Kombinerade kyl-frysar/Kyl över frysar,24995,https://hemmy.se/kok/kombinerade-kylfrysar/kyl-over-frysar/smeg-fab32rpg5,SMEG - FAB32RPG5 | FRI hemleverans,FAB32RPG5,SMEG,8017709298173,SMEG - FAB32RPG5 | FRI hemleverans,Nej,Beställningsvara.,0,10938,ny,,,,
Grillar & utekök/Kamadogrillar,51999,https://hemmy.se/tradgard/grillar/kamadogrill/big-green-egg-2xl-big-green-egg,Big Green Egg - 2XL Big Green Egg | FRI hemleverans,120939,Big Green Egg,665719120939,Big Green Egg - 2XL Big Green Egg | FRI hemleverans,Nej,Beställningsvara.,0,9224,ny,,,,
Kök/Köksfläktar/Underbyggnadsfläktar,3301,https://hemmy.se/kok/koksflaktar/underbyggnadsflaktar/franke-spirit-1221b-10-50-vit,Franke - Spirit 1221B-10 50 Vit | FRI frakt,300.0600.367,Franke,7612985767248,Franke - Spirit 1221B-10 50 Vit | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,10793,ny,,,,
Hem & hushåll/Brand & säkerhet/Brandsläckare,699,https://hemmy.se/brand-sakerhet/Brandslackare/Housegard-PE6TEA-SE-BRANDSLaCKARE-WHITE-DESIGN,Housegard - PE6TEA-SE WHITE DESIGN,600069,Housegard,7320896000698,Housegard - PE6TEA-SE WHITE DESIGN,Nej,2022-05-27,39,5822,ny,,,,
Grillar & utekök/Kolgrillar,4490,https://hemmy.se/tradgard/grillar/kolgrillar/napoleon-pro22k-l,Napoleon - PRO22K-L | FRI frakt,12769NA,Napoleon,0629162127693,Napoleon - PRO22K-L | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,9100,ny,,,,
Kök/Köksfläktar/Bänkfläktar,22995,https://hemmy.se/kok/koksflaktar/bankflaktar/smeg-kdd60vxe-2,SMEG - KDD60VXE-2 | FRI hemleverans,KDD60VXE-2,SMEG,8017709223182,SMEG - KDD60VXE-2 | FRI hemleverans,Nej,Beställningsvara.,0,11027,ny,,,,
Grillar & utekök/Gasolgrillar,15990,https://hemmy.se/tradgard/grillar/gasolgrill/napoleon-rogue-425-se,Napoleon - Rogue 425 SE | FRI hemleverans,13623NA,Napoleon,0629162136237,Napoleon - Rogue 425 SE | FRI hemleverans,Nej,Beställningsvara.,0,9108,ny,,,,
Kök/Köksfläktar/Bänkfläktar,32995,https://hemmy.se/kok/koksflaktar/bankflaktar/smeg-kdh12wld,SMEG - KDH12WLD | FRI hemleverans,KDH12WLD,SMEG,8017709277826,SMEG - KDH12WLD | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,11029,ny,,,,
Kök/Köksfläktar/Bänkfläktar,479,https://hemmy.se/medisana-fs883,Medisana - FS883,88387,Medisana,4015588883873,Medisana - FS883,Nej,Beställningsvara.,39,6050,ny,,,,
Kök/Ugnar/Kombiugnar,21995,https://hemmy.se/kok/ugnar/kombiugnar/smeg-sf4104wmcs,SMEG - SF4104WMCS | FRI hemleverans,SF4104WMCS,SMEG,8017709275921,SMEG - SF4104WMCS | FRI hemleverans,Nej,Beställningsvara.,0,10964,ny,,,,
Kök/Spishällar/Induktionshällar,5190,https://hemmy.se/kok/electrolux-hoi620s,Electrolux - HOI620S | FRI frakt,949492099,Electrolux,7332543449385,Electrolux - HOI620S | FRI frakt,Ja,I lager. Leverans 1-5 dagar.,0,4010,ny,,,,
Grillar & utekök/Gasolgrillar,47900,https://hemmy.se/tradgard/grillar/gasolgrill/napoleon-pro665,Napoleon - PRO665 | FRI hemleverans,13327NA,Napoleon,0629162125484,Napoleon - PRO665 | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,9106,ny,,,,
Hem & hushåll/Köksapparater,329,https://hemmy.se/hem-o-hushall/koksapparater/brodrostar/philips-hd258190-black,Philips - HD2581/90 Black,HD2581/90,Philips,8710103800378,Philips - HD2581/90 Black,Ja,I lager. Leverans 1-5 dagar.,39,14537,ny,,,,
Hem & hushåll/Kaffe och espresso,27995,https://hemmy.se/hem-o-hushall/kaffe-och-espresso/inbyggnadsespresso/smeg-CMS4303X,SMEG - CMS4303X | FRI hemleverans,CMS4303X,SMEG,8017709264390,SMEG - CMS4303X | FRI hemleverans,Ja,I lager. Leverans 1-5 dagar.,0,9828,ny,,,,
